,input_file,sample,processed_sample,processed_sample_(scientific),status,matched_component
3,../data/texts/44.txt,4 3 tablespoons heavy cream ({can substitute milk}),tablespoon heavy cream {can substitute milk },tablespoon heavy cream {can substitute milk },Component Match, 'heavy cream:FOODON_03310795'
3,../data/texts/44.txt,4 3 tablespoons heavy cream ({can substitute milk}),tablespoon heavy cream {can substitute milk },tablespoon heavy cream {can substitute milk },Component Match, 'milk substitute:FOODON_03305408'
0,../data/texts/36.txt,1 4 cups flour,cup flour,cup flour,Component Match,'flour food product:FOODON_00001056'
1,../data/texts/36.txt,2 1/2 teaspoon salt,teaspoon salt,teaspoon salt,Component Match,'salt:CHEBI_24866'
2,../data/texts/36.txt,3 1 teaspoon baking soda,teaspoon baking soda,teaspoon baking soda,Component Match,'baking soda product:FOODON_00002385'
3,../data/texts/36.txt,4 1 3/4 cups milk,cup milk,cup milk,Component Match,'milk:UBERON_0001913'
0,../data/texts/38.txt,1 2 large fresh tomatoes (I like creole and beefsteak) or 2 lbs cherry tomatoes,large fresh tomato like creole and beefsteak or pound cherry,large fresh tomato {solanum lycopersicum} i like creole and beefsteak or pound cherry,Component Match,'beef steak (raw):FOODON_03311663'
0,../data/texts/38.txt,1 2 large fresh tomatoes (I like creole and beefsteak) or 2 lbs cherry tomatoes,large fresh tomato like creole and beefsteak or pound cherry,large fresh tomato {solanum lycopersicum} i like creole and beefsteak or pound cherry,Component Match, 'food (fresh):FOODON_00002457'
0,../data/texts/38.txt,1 2 large fresh tomatoes (I like creole and beefsteak) or 2 lbs cherry tomatoes,large fresh tomato like creole and beefsteak or pound cherry,large fresh tomato {solanum lycopersicum} i like creole and beefsteak or pound cherry,Component Match, 'miniature tomato (whole):FOODON_00003773'
0,../data/texts/38.txt,1 2 large fresh tomatoes (I like creole and beefsteak) or 2 lbs cherry tomatoes,large fresh tomato like creole and beefsteak or pound cherry,large fresh tomato {solanum lycopersicum} i like creole and beefsteak or pound cherry,Component Match, 'pound:NCIT_C48531'
1,../data/texts/38.txt,"2 1 1⁄2 cups fresh corn or 1 1/2 cups frozen corn, blanched and drained",1⁄2 cup fresh corn or frozen blanched and drained,1⁄2 cup fresh corn {zea mays subsp. mays} or frozen blanched and drained,Component Match,'food (fresh):FOODON_00002457'
1,../data/texts/38.txt,"2 1 1⁄2 cups fresh corn or 1 1/2 cups frozen corn, blanched and drained",1⁄2 cup fresh corn or frozen blanched and drained,1⁄2 cup fresh corn {zea mays subsp. mays} or frozen blanched and drained,Component Match, 'frozen:PATO_0001985'
1,../data/texts/38.txt,"2 1 1⁄2 cups fresh corn or 1 1/2 cups frozen corn, blanched and drained",1⁄2 cup fresh corn or frozen blanched and drained,1⁄2 cup fresh corn {zea mays subsp. mays} or frozen blanched and drained,Component Match, 'vegetable corn food product:FOODON_00001765'
2,../data/texts/38.txt,3 8 fresh basil leaves,fresh basil leaves,fresh basil {ocimum basilicum} leaves,Component Match,'basil (whole or parts):FOODON_03000233'
2,../data/texts/38.txt,3 8 fresh basil leaves,fresh basil leaves,fresh basil {ocimum basilicum} leaves,Component Match, 'food (fresh):FOODON_00002457'
3,../data/texts/38.txt,4 balsamic vinegar,balsamic vinegar,balsamic vinegar,Component Match,'vinegar:FOODON_03301705'
4,../data/texts/38.txt,5 extra virgin olive oil,extra virgin olive oil,extra virgin olive oil,Full Term Match,'olive oil (extra-virgin):FOODON_00002808'
0,../data/texts/9.txt,"1 1 lime, cut in wedges (optional)",lime cut in wedge optional,lime cut in wedge optional,Component Match,'cut:ENVO_00000474'
0,../data/texts/9.txt,"1 1 lime, cut in wedges (optional)",lime cut in wedge optional,lime cut in wedge optional,Component Match, 'lime (whole
0,../data/texts/9.txt,"1 1 lime, cut in wedges (optional)",lime cut in wedge optional,lime cut in wedge optional,Component Match, raw):FOODON_03305086'
1,../data/texts/9.txt,2 kosher salt (optional),kosher salt optional,kosher salt optional,Component Match,'salt:CHEBI_24866'
2,../data/texts/9.txt,3 1 cup ruby red grapefruit juice,cup ruby red grapefruit juice,cup ruby red grapefruit {citrus x paradisi} juice,Component Match,'grapefruit juice:FOODON_03306174'
3,../data/texts/9.txt,4 1⁄2 cup freshly squeezed lime juice (4 limes),1⁄2 cup freshly squeezed lime juice,1⁄2 cup freshly squeezed lime juice,Component Match,'lime juice:FOODON_03306160'
4,../data/texts/9.txt,"5 1 cup orange liqueur, such a Triple Sec",cup orange liqueur triple sec,cup orange liqueur such a triple sec,Component Match,'liqueur:FOODON_03301008'
4,../data/texts/9.txt,"5 1 cup orange liqueur, such a Triple Sec",cup orange liqueur triple sec,cup orange liqueur such a triple sec,Component Match, 'orange (whole
4,../data/texts/9.txt,"5 1 cup orange liqueur, such a Triple Sec",cup orange liqueur triple sec,cup orange liqueur such a triple sec,Component Match, raw):FOODON_03309832'
4,../data/texts/9.txt,"5 1 cup orange liqueur, such a Triple Sec",cup orange liqueur triple sec,cup orange liqueur such a triple sec,Component Match, 'triple sec:FOODON_00002551'
5,../data/texts/9.txt,6 2 cups ice,cup ice,cup ice,Component Match,'ice:ENVO_01001125'
6,../data/texts/9.txt,7 1 cup white tequila,cup white tequila,cup white tequila,Component Match,'tequila:FOODON_03304704'
0,../data/texts/17.txt,1 1 cup flour,cup flour,cup flour,Component Match,'flour food product:FOODON_00001056'
1,../data/texts/17.txt,2 1 1⁄4 teaspoons baking powder,1⁄4 teaspoon baking powder,1⁄4 teaspoon baking powder,Component Match,'baking powder:FOODON_03301940'
2,../data/texts/17.txt,3 1⁄2 teaspoon salt,1⁄2 teaspoon salt,1⁄2 teaspoon salt,Component Match,'salt:CHEBI_24866'
3,../data/texts/17.txt,"4 1⁄2 cup low-fat cheese, grated",1⁄2 cup low fat cheese grated,1⁄2 cup low fat cheese grated,Component Match,'cheese fat:FOODON_03311032'
3,../data/texts/17.txt,"4 1⁄2 cup low-fat cheese, grated",1⁄2 cup low fat cheese grated,1⁄2 cup low fat cheese grated,Component Match, 'grated cheese:FOODON_03302803'
4,../data/texts/17.txt,5 2 tablespoons butter,tablespoon butter,tablespoon butter,Component Match,'butter:FOODON_03310351'
5,../data/texts/17.txt,6 2⁄3 cup milk,2⁄3 cup milk,2⁄3 cup milk,Component Match,'milk:UBERON_0001913'
0,../data/texts/1.txt,"1 2 tubes cinnamon roll, refrigerated, with icing",tube cinnamon roll refrigerated with icing,tube cinnamon {cinnamomum verum} roll refrigerated with icing,Component Match,'cinnamon roll:FOODON_03302318'
0,../data/texts/1.txt,"1 2 tubes cinnamon roll, refrigerated, with icing",tube cinnamon roll refrigerated with icing,tube cinnamon {cinnamomum verum} roll refrigerated with icing,Component Match, 'icing (food product):FOODON_03301932'
0,../data/texts/1.txt,"1 2 tubes cinnamon roll, refrigerated, with icing",tube cinnamon roll refrigerated with icing,tube cinnamon {cinnamomum verum} roll refrigerated with icing,Component Match, 'tube:NCIT_C41277'
1,../data/texts/1.txt,"2 4 tablespoons butter, melted",tablespoon butter melted,tablespoon butter melted,Component Match,'butter:FOODON_03310351'
2,../data/texts/1.txt,3 6 eggs,egg,egg,Full Term Match,'egg food product:FOODON_00001274'
3,../data/texts/1.txt,4 ½ cup milk,cup milk,cup milk,Component Match,'milk:UBERON_0001913'
4,../data/texts/1.txt,5 2 teaspoons cinnamon,teaspoon cinnamon,teaspoon cinnamon {cinnamomum verum},Component Match,'cinnamon:FOODON_03301175'
5,../data/texts/1.txt,6 2 teaspoons vanilla,teaspoon vanilla,teaspoon vanilla,Component Match,'vanilla:NCBITAXON_51238'
6,../data/texts/1.txt,7 1 cup maple syrup,cup maple syrup,cup maple syrup,Component Match,'maple syrup:FOODON_03301848'
0,../data/texts/42.txt,1 1 cup all purpose flour,cup purpose flour,cup all purpose flour,Component Match,'flour food product:FOODON_00001056'
1,../data/texts/42.txt,2 1 1/2 teaspoons baking powder,teaspoon baking powder,teaspoon baking powder,Component Match,'baking powder:FOODON_03301940'
2,../data/texts/42.txt,3 1 cup butter (softened),cup butter softened,cup butter softened,Component Match,'butter:FOODON_03310351'
3,../data/texts/42.txt,4 1 cup confectioners' sugar,cup confectioner sugar,cup confectioner sugar,Component Match,'sugar:FOODON_03420108'
4,../data/texts/42.txt,5 2 eggs (room temperature),egg room temperature,egg room temperature,Component Match,'egg food product:FOODON_00001274'
4,../data/texts/42.txt,5 2 eggs (room temperature),egg room temperature,egg room temperature,Component Match, 'room:ENVO_01000426'
4,../data/texts/42.txt,5 2 eggs (room temperature),egg room temperature,egg room temperature,Component Match, 'temperature:PATO_0000146'
5,../data/texts/42.txt,6 1 teaspoon vanilla extract,teaspoon vanilla extract,teaspoon vanilla extract,Component Match,'vanilla:NCBITAXON_51238'
6,../data/texts/42.txt,7 1/2 cup milk (room temperature),cup milk room temperature,cup milk room temperature,Component Match,'milk:UBERON_0001913'
6,../data/texts/42.txt,7 1/2 cup milk (room temperature),cup milk room temperature,cup milk room temperature,Component Match, 'room:ENVO_01000426'
6,../data/texts/42.txt,7 1/2 cup milk (room temperature),cup milk room temperature,cup milk room temperature,Component Match, 'temperature:PATO_0000146'
0,../data/texts/3.txt,1 1 sheet graham cracker (broken in half),sheet graham cracker broken in half,sheet graham cracker broken in half,Component Match,'cracker:FOODON_00002711'
1,../data/texts/3.txt,2 2 pieces milk chocolate candy bars,piece milk chocolate candy bar,piece milk chocolate candy bar,Component Match,'milk chocolate bar:FOODON_00003879'
2,../data/texts/3.txt,3 1 marshmallows,marshmallow,marshmallow {althaea officinalis},Full Term Match,'marshmallow:FOODON_03305639'
3,../data/texts/3.txt,4 6 -8 fresh blueberries,fresh blueberry,fresh blueberry,Component Match,'blueberry (whole
3,../data/texts/3.txt,4 6 -8 fresh blueberries,fresh blueberry,fresh blueberry,Component Match, raw):FOODON_03302045'
3,../data/texts/3.txt,4 6 -8 fresh blueberries,fresh blueberry,fresh blueberry,Component Match, 'food (fresh):FOODON_00002457'
4,../data/texts/3.txt,5 2 thick strawberry slices,thick strawberry slice,thick strawberry {fragaria x ananassa} slice,Component Match,'strawberry (whole
4,../data/texts/3.txt,5 2 thick strawberry slices,thick strawberry slice,thick strawberry {fragaria x ananassa} slice,Component Match, raw):FOODON_03301722'
0,../data/texts/31.txt,1 1 banana,banana,banana {musa x paradisiaca},Full Term Match,'cavendish banana (whole
0,../data/texts/31.txt,1 1 banana,banana,banana {musa x paradisiaca},Full Term Match, ripe):FOODON_03311513'
1,../data/texts/31.txt,2 1 maraschino cherry,maraschino cherry,maraschino cherry,Full Term Match,'maraschino cherry:FOODON_03301256'
2,../data/texts/31.txt,3 1 (7 ounce) canned whipped cream (I use low-fat Redi-Whip),ounce canned whipped cream use low fat redi whip,ounce canned whipped cream i use low fat redi whip,Component Match,'fat:FOODON_00003265'
2,../data/texts/31.txt,3 1 (7 ounce) canned whipped cream (I use low-fat Redi-Whip),ounce canned whipped cream use low fat redi whip,ounce canned whipped cream i use low fat redi whip,Component Match, 'food (canned):FOODON_00002418'
2,../data/texts/31.txt,3 1 (7 ounce) canned whipped cream (I use low-fat Redi-Whip),ounce canned whipped cream use low fat redi whip,ounce canned whipped cream i use low fat redi whip,Component Match, 'ounce:NCIT_C48519'
2,../data/texts/31.txt,3 1 (7 ounce) canned whipped cream (I use low-fat Redi-Whip),ounce canned whipped cream use low fat redi whip,ounce canned whipped cream i use low fat redi whip,Component Match, 'whipped cream:FOODON_03302897'
0,../data/texts/47.txt,1 1 package chocolate cake mix,package chocolate cake mixture,package chocolate cake mixture,Component Match,'chocolate cake:FOODON_03305417'
0,../data/texts/47.txt,1 1 package chocolate cake mix,package chocolate cake mixture,package chocolate cake mixture,Component Match, 'mixture:CHEBI_60004'
1,../data/texts/47.txt,2 ¾ cup marshmallow,cup marshmallow,cup marshmallow {althaea officinalis},Component Match,'marshmallow:FOODON_03305639'
2,../data/texts/47.txt,"3 ¾ cup graham cracker, crushed",cup graham cracker crushed,cup graham cracker crushed,Component Match,'cracker:FOODON_00002711'
3,../data/texts/47.txt,4 ½ cup oil,cup oil,cup oil,Component Match,'oil:FOODON_03310387'
4,../data/texts/47.txt,5 2 eggs,egg,egg,Full Term Match,'egg food product:FOODON_00001274'
0,../data/texts/46.txt,1 2 eggs (at room temperature),egg at room temperature,egg at room temperature,Component Match,'egg food product:FOODON_00001274'
0,../data/texts/46.txt,1 2 eggs (at room temperature),egg at room temperature,egg at room temperature,Component Match, 'room:ENVO_01000426'
0,../data/texts/46.txt,1 2 eggs (at room temperature),egg at room temperature,egg at room temperature,Component Match, 'temperature:PATO_0000146'
1,../data/texts/46.txt,2 salt,salt,salt,Full Term Match,'salt:CHEBI_24866'
2,../data/texts/46.txt,3 pepper,pepper,pepper,Full Term Match,'sweet yellow bell pepper (whole):FOODON_00003548'
3,../data/texts/46.txt,4 1 tablespoon clarified butter,tablespoon clarified butter,tablespoon clarified butter,Component Match,'31400 - butter oil (efsa foodex2):FOODON_03543140'
4,../data/texts/46.txt,"5 chives (Pinch of chopped, for garnish, optional)",chive pinch of chopped for garnish optional,chive {allium schoenoprasum} pinch of chopped for garnish optional,Component Match,'chive leaf (whole
4,../data/texts/46.txt,"5 chives (Pinch of chopped, for garnish, optional)",chive pinch of chopped for garnish optional,chive {allium schoenoprasum} pinch of chopped for garnish optional,Component Match, raw):FOODON_03311167'
0,../data/texts/11.txt,1 1 ounce Kahlua,ounce kahlua,ounce kahlua,Component Match,'ounce:NCIT_C48519'
1,../data/texts/11.txt,2 1⁄2 ounce tequila,1⁄2 ounce tequila,1⁄2 ounce tequila,Component Match,'ounce:NCIT_C48519'
1,../data/texts/11.txt,2 1⁄2 ounce tequila,1⁄2 ounce tequila,1⁄2 ounce tequila,Component Match, 'tequila:FOODON_03304704'
2,../data/texts/11.txt,3 6 ounces hot coffee,ounce hot coffee,ounce hot coffee,Component Match,'coffee (liquid drink):FOODON_03301036'
2,../data/texts/11.txt,3 6 ounces hot coffee,ounce hot coffee,ounce hot coffee,Component Match, 'ounce:NCIT_C48519'
3,../data/texts/11.txt,4 whipped cream,whipped cream,whipped cream,Full Term Match,'whipped cream:FOODON_03302897'
0,../data/texts/32.txt,1 2 slices bread,slice bread,slice bread,Component Match,'bread and similar products (eurofir):FOODON_03400817'
1,../data/texts/32.txt,2 1 slice American cheese,slice american cheese,slice american cheese,Component Match,'american:EFO_0003151'
1,../data/texts/32.txt,2 1 slice American cheese,slice american cheese,slice american cheese,Component Match, 'cheese food product:FOODON_00001013'
2,../data/texts/32.txt,3 1 tablespoon mayonnaise,tablespoon mayonnaise,tablespoon mayonnaise,Component Match,'mayonnaise:FOODON_03301440'
0,../data/texts/45.txt,1 1 tablespoon butter or 1 tablespoon margarine,tablespoon butter or margarine,tablespoon butter or margarine,Component Match,'butter:FOODON_03310351'
0,../data/texts/45.txt,1 1 tablespoon butter or 1 tablespoon margarine,tablespoon butter or margarine,tablespoon butter or margarine,Component Match, 'margarine:FOODON_03301672'
1,../data/texts/45.txt,2 4 boneless skinless chicken breast halves,boneless skinless chicken breast half,boneless skinless chicken {gallus gallus} breast half,Component Match,'chicken breast (skinless
1,../data/texts/45.txt,2 4 boneless skinless chicken breast halves,boneless skinless chicken breast half,boneless skinless chicken {gallus gallus} breast half,Component Match, boneless):FOODON_00003364'
2,../data/texts/45.txt,3 1 (6 ounce) box chicken flavor stuffing mix,ounce box chicken flavor stuffing mixture,ounce box chicken {gallus gallus} flavor stuffing mixture,Component Match,'chicken mixture:FOODON_00003849'
2,../data/texts/45.txt,3 1 (6 ounce) box chicken flavor stuffing mix,ounce box chicken flavor stuffing mixture,ounce box chicken {gallus gallus} flavor stuffing mixture,Component Match, 'food filling product:FOODON_00001868'
2,../data/texts/45.txt,3 1 (6 ounce) box chicken flavor stuffing mix,ounce box chicken flavor stuffing mixture,ounce box chicken {gallus gallus} flavor stuffing mixture,Component Match, 'ounce:NCIT_C48519'
3,../data/texts/45.txt,4 1 (10 3/4 ounce) can mushroom soup or (10 3/4 ounce) can 98% fat-free cream of mushroom soup,ounce can mushroom soup or fat free cream of,ounce can mushroom soup or fat free cream of,Component Match,'cream of mushroom soup:FOODON_03305128'
3,../data/texts/45.txt,4 1 (10 3/4 ounce) can mushroom soup or (10 3/4 ounce) can 98% fat-free cream of mushroom soup,ounce can mushroom soup or fat free cream of,ounce can mushroom soup or fat free cream of,Component Match, 'fat:FOODON_00003265'
3,../data/texts/45.txt,4 1 (10 3/4 ounce) can mushroom soup or (10 3/4 ounce) can 98% fat-free cream of mushroom soup,ounce can mushroom soup or fat free cream of,ounce can mushroom soup or fat free cream of,Component Match, 'ounce:NCIT_C48519'
4,../data/texts/45.txt,5 1⁄2 cup milk,1⁄2 cup milk,1⁄2 cup milk,Component Match,'milk:UBERON_0001913'
5,../data/texts/45.txt,6 1⁄2 cup shredded cheddar cheese,1⁄2 cup shredded cheddar cheese,1⁄2 cup shredded cheddar cheese,Component Match,'cheddar cheese:FOODON_03302458'
5,../data/texts/45.txt,6 1⁄2 cup shredded cheddar cheese,1⁄2 cup shredded cheddar cheese,1⁄2 cup shredded cheddar cheese,Component Match, 'cheese (shredded):FOODON_03307846'
6,../data/texts/45.txt,7 2 cups cooked vegetables,cup cooked vegetable,cup cooked vegetable,Component Match,'food (cooked):FOODON_00001181'
6,../data/texts/45.txt,7 2 cups cooked vegetables,cup cooked vegetable,cup cooked vegetable,Component Match, 'vegetable (whole or parts):FOODON_03315308'
0,../data/texts/15.txt,1 32 ounces baked beans,ounce baked bean,ounce baked bean,Component Match,'bean (whole):FOODON_00002753'
0,../data/texts/15.txt,1 32 ounces baked beans,ounce baked bean,ounce baked bean,Component Match, 'food (baked):FOODON_00002456'
0,../data/texts/15.txt,1 32 ounces baked beans,ounce baked bean,ounce baked bean,Component Match, 'ounce:NCIT_C48519'
1,../data/texts/15.txt,2 6 hot dogs,hot dog,hot dog,Full Term Match,'hot dog:FOODON_00001009'
2,../data/texts/15.txt,3 1 tablespoon horseradish mustard (or yellow),tablespoon horseradish mustard or yellow,tablespoon horseradish mustard or yellow,Component Match,'horseradish:FOODON_03316284'
2,../data/texts/15.txt,3 1 tablespoon horseradish mustard (or yellow),tablespoon horseradish mustard or yellow,tablespoon horseradish mustard or yellow,Component Match, 'mustard food product:FOODON_00002053'
3,../data/texts/15.txt,4 1 cup shredded cheddar cheese,cup shredded cheddar cheese,cup shredded cheddar cheese,Component Match,'cheddar cheese:FOODON_03302458'
3,../data/texts/15.txt,4 1 cup shredded cheddar cheese,cup shredded cheddar cheese,cup shredded cheddar cheese,Component Match, 'cheese (shredded):FOODON_03307846'
4,../data/texts/15.txt,5 16 ounces sweet potato,ounce sweet potato,ounce sweet potato {solanum tuberosum},Component Match,'ounce:NCIT_C48519'
4,../data/texts/15.txt,5 16 ounces sweet potato,ounce sweet potato,ounce sweet potato {solanum tuberosum},Component Match, 'sweet potato (whole):FOODON_00003445'
5,../data/texts/15.txt,6 tater tots,tater tot,tater tot,Full Term Match,'tater tot:FOODON_03311863'
0,../data/texts/19.txt,"1 1 (15 ounce) can chickpeas, drained",ounce can chickpea drained,ounce can chickpea {cicer arietinum} drained,Component Match,'chickpea (whole):FOODON_03306811'
0,../data/texts/19.txt,"1 1 (15 ounce) can chickpeas, drained",ounce can chickpea drained,ounce can chickpea {cicer arietinum} drained,Component Match, 'ounce:NCIT_C48519'
1,../data/texts/19.txt,"2 1 lemon, juice of",lemon juice of,lemon juice of,Component Match,'lemon juice:FOODON_03305428'
2,../data/texts/19.txt,3 1⁄4 cup olive oil,1⁄4 cup olive oil,1⁄4 cup olive oil,Component Match,'olive oil:FOODON_03301826'
3,../data/texts/19.txt,"4 1 garlic clove, peeled",garlic clove peeled,garlic {allium sativum} clove peeled,Component Match,'food (peeled):FOODON_00002655'
3,../data/texts/19.txt,"4 1 garlic clove, peeled",garlic clove peeled,garlic {allium sativum} clove peeled,Component Match, 'garlic clove:FOODON_00003583'
4,../data/texts/19.txt,"5 1⁄8 teaspoon red pepper flakes, crushed",1⁄8 teaspoon red pepper flakes crushed,1⁄8 teaspoon red pepper flakes crushed,Component Match,'red pepper (crushed):FOODON_03304285'
0,../data/texts/6.txt,1 2 medium baking potatoes (6 - 8 oz. each),medium baking potato ounce,medium baking potato {solanum tuberosum} ounce each,Component Match,'ounce:NCIT_C48519'
0,../data/texts/6.txt,1 2 medium baking potatoes (6 - 8 oz. each),medium baking potato ounce,medium baking potato {solanum tuberosum} ounce each,Component Match, 'potato (whole
0,../data/texts/6.txt,1 2 medium baking potatoes (6 - 8 oz. each),medium baking potato ounce,medium baking potato {solanum tuberosum} ounce each,Component Match, raw):FOODON_03301449'
1,../data/texts/6.txt,2 2 tablespoons of melted butter,tablespoon of melted butter,tablespoon of melted butter,Component Match,'butter:FOODON_03310351'
2,../data/texts/6.txt,3 1⁄4 teaspoon garlic salt or 1/4 teaspoon seasoning salt,1⁄4 teaspoon garlic salt or seasoning,1⁄4 teaspoon garlic {allium sativum} salt or seasoning,Component Match,'garlic salt:FOODON_03307739'
2,../data/texts/6.txt,3 1⁄4 teaspoon garlic salt or 1/4 teaspoon seasoning salt,1⁄4 teaspoon garlic salt or seasoning,1⁄4 teaspoon garlic {allium sativum} salt or seasoning,Component Match, 'garlic seasoning (liquid):FOODON_03305214'
3,../data/texts/6.txt,4 1⁄8 teaspoon pepper,1⁄8 teaspoon pepper,1⁄8 teaspoon pepper,Component Match,'sweet yellow bell pepper (whole):FOODON_00003548'
4,../data/texts/6.txt,"5 sour cream, as topping (optional)",sour cream topping optional,sour cream a topping optional,Component Match,'sour cream topping:FOODON_03307882'
5,../data/texts/6.txt,"6 chives, as topping (optional)",chive topping optional,chive {allium schoenoprasum} a topping optional,Component Match,'chive leaf (whole
5,../data/texts/6.txt,"6 chives, as topping (optional)",chive topping optional,chive {allium schoenoprasum} a topping optional,Component Match, raw):FOODON_03311167'
0,../data/texts/50.txt,1 2 pounds flank steak,pound flank steak,pound flank steak,Component Match,'pound:NCIT_C48531'
1,../data/texts/50.txt,2 1 lime,lime,lime,Full Term Match,'lime (whole
1,../data/texts/50.txt,2 1 lime,lime,lime,Full Term Match, raw):FOODON_03305086'
2,../data/texts/50.txt,3 3 tablespoons steak seasoning (Canadian),tablespoon steak seasoning canadian,tablespoon steak seasoning canadian,Component Match,'canadian:ANCESTRO_0354'
2,../data/texts/50.txt,3 3 tablespoons steak seasoning (Canadian),tablespoon steak seasoning canadian,tablespoon steak seasoning canadian,Component Match, 'seasoning:FOODON_03301189'
3,../data/texts/50.txt,4 2 tablespoons olive oil,tablespoon olive oil,tablespoon olive oil,Component Match,'olive oil:FOODON_03301826'
0,../data/texts/34.txt,1 2 ounces unsweetened baking chocolate,ounce unsweetened baking chocolate,ounce unsweetened baking chocolate,Component Match,'chocolate:FOODON_03307240'
0,../data/texts/34.txt,1 2 ounces unsweetened baking chocolate,ounce unsweetened baking chocolate,ounce unsweetened baking chocolate,Component Match, 'ounce:NCIT_C48519'
1,../data/texts/34.txt,2 14 ounces sweetened condensed milk,ounce sweetened condensed milk,ounce sweetened condensed milk,Component Match,'ounce:NCIT_C48519'
1,../data/texts/34.txt,2 14 ounces sweetened condensed milk,ounce sweetened condensed milk,ounce sweetened condensed milk,Component Match, 'sweetened condensed milk:FOODON_03304384'
2,../data/texts/34.txt,3 4 cups water,cup water,cup water,Component Match,'water:CHEBI_15377'
3,../data/texts/34.txt,4 1 teaspoon vanilla,teaspoon vanilla,teaspoon vanilla,Component Match,'vanilla:NCBITAXON_51238'
0,../data/texts/27.txt,"1 1 cup warm milk, of choice",cup warm milk of choice,cup warm milk of choice,Component Match,'milk:UBERON_0001913'
1,../data/texts/27.txt,2 2 bags chai tea,bag tea,bag tea,Full Term Match,'tea bag:FOODON_03310489'
2,../data/texts/27.txt,"3 1 pear, cored and diced",pear cored and diced,pear {pyrus communis} cored and diced,Component Match,'pear (whole
2,../data/texts/27.txt,"3 1 pear, cored and diced",pear cored and diced,pear {pyrus communis} cored and diced,Component Match, raw):FOODON_03301724'
3,../data/texts/27.txt,4 1 tablespoon honey,tablespoon honey,tablespoon honey,Component Match,'honey:UBERON_0036016'
4,../data/texts/27.txt,5 ½ teaspoon vanilla extract,teaspoon vanilla extract,teaspoon vanilla extract,Component Match,'vanilla:NCBITAXON_51238'
5,../data/texts/27.txt,6 ¼ teaspoon cinnamon,teaspoon cinnamon,teaspoon cinnamon {cinnamomum verum},Component Match,'cinnamon:FOODON_03301175'
0,../data/texts/0.txt,1 5 ounces rum,ounce rum,ounce rum,Component Match,'ounce:NCIT_C48519'
0,../data/texts/0.txt,1 5 ounces rum,ounce rum,ounce rum,Component Match, 'rum:FOODON_03301614'
1,../data/texts/0.txt,2 4 ounces triple sec,ounce triple sec,ounce triple sec,Component Match,'ounce:NCIT_C48519'
1,../data/texts/0.txt,2 4 ounces triple sec,ounce triple sec,ounce triple sec,Component Match, 'triple sec:FOODON_00002551'
2,../data/texts/0.txt,3 3 ounces Tia Maria,ounce tia maria,ounce tia {tacca leontopetaloides} maria,Component Match,'ounce:NCIT_C48519'
3,../data/texts/0.txt,4 20 ounces orange juice,ounce orange juice,ounce orange juice,Component Match,'orange juice:FOODON_03301103'
3,../data/texts/0.txt,4 20 ounces orange juice,ounce orange juice,ounce orange juice,Component Match, 'ounce:NCIT_C48519'
0,../data/texts/13.txt,"1 15 oz garbanzo beans, 1 can, drained and rinsed",ounce garbanzo bean can drained and rinsed,ounce garbanzo {cicer arietinum} bean can drained and rinsed,Component Match,'10540 - chickpeas (without pods) (efsa foodex2):FOODON_03541054'
0,../data/texts/13.txt,"1 15 oz garbanzo beans, 1 can, drained and rinsed",ounce garbanzo bean can drained and rinsed,ounce garbanzo {cicer arietinum} bean can drained and rinsed,Component Match, 'ounce:NCIT_C48519'
1,../data/texts/13.txt,2 ½ teaspoon salt,teaspoon salt,teaspoon salt,Component Match,'salt:CHEBI_24866'
2,../data/texts/13.txt,3 ½ teaspoon ground cumin,teaspoon ground cumin,teaspoon ground cumin,Component Match,'cumin seed (whole):FOODON_00003396'
3,../data/texts/13.txt,"4 1 clove garlic, minced",clove garlic minced,clove garlic {allium sativum} minced,Component Match,'garlic clove:FOODON_00003583'
4,../data/texts/13.txt,"5 16 oz roasted red pepper, 1 jar, drained",ounce roasted red pepper jar drained,ounce roasted red pepper jar drained,Component Match,'14050 - peppers
4,../data/texts/13.txt,"5 16 oz roasted red pepper, 1 jar, drained",ounce roasted red pepper jar drained,ounce roasted red pepper jar drained,Component Match, dried (efsa foodex2):FOODON_03541405'
4,../data/texts/13.txt,"5 16 oz roasted red pepper, 1 jar, drained",ounce roasted red pepper jar drained,ounce roasted red pepper jar drained,Component Match, 'food (roasted):FOODON_00002744'
4,../data/texts/13.txt,"5 16 oz roasted red pepper, 1 jar, drained",ounce roasted red pepper jar drained,ounce roasted red pepper jar drained,Component Match, 'ounce:NCIT_C48519'
5,../data/texts/13.txt,6 1 tablespoon lemon juice,tablespoon lemon juice,tablespoon lemon juice,Component Match,'lemon juice:FOODON_03305428'
6,../data/texts/13.txt,7 1 tablespoon extra virgin olive oil,tablespoon extra virgin olive oil,tablespoon extra virgin olive oil,Component Match,'olive oil (extra-virgin):FOODON_00002808'
0,../data/texts/2.txt,1 4 ripe coconuts,ripe coconut,ripe coconut,Component Match,'coconut (whole):FOODON_00003449'
1,../data/texts/2.txt,2 1 cup evaporated milk,cup evaporated milk,cup evaporated milk,Component Match,'evaporated milk:FOODON_03301505'
2,../data/texts/2.txt,3 1 cup gin,cup gin,cup gin,Component Match,'gin:FOODON_03309491'
3,../data/texts/2.txt,4 3 tablespoons sugar (optional),tablespoon sugar optional,tablespoon sugar optional,Component Match,'sugar:FOODON_03420108'
