,input_file,sample,processed_sample,processed_sample_(scientific),status,matched_component
4,../data/AL/10.ann,5 avocados,avocado,avocado {persea americana},Full Term Match,'avocado (whole
4,../data/AL/10.ann,5 avocados,avocado,avocado {persea americana},Full Term Match, raw):FOODON_03305236'
5,../data/AL/10.ann,6 tomatoes,tomato,tomato {solanum lycopersicum},Full Term Match,'tomato (whole
5,../data/AL/10.ann,6 tomatoes,tomato,tomato {solanum lycopersicum},Full Term Match, raw):FOODON_03309927'
6,../data/AL/10.ann,7 red onion,red onion,red onion {allium cepa},Full Term Match,'red onion (whole):FOODON_00003516'
7,../data/AL/10.ann,8 olive oil,olive oil,olive oil,Full Term Match,'olive oil:FOODON_03301826'
8,../data/AL/10.ann,9 white vinegar,white vinegar,white vinegar,Component Match,'vinegar:FOODON_03301705'
0,../data/AL/44.ann,1 butter,butter,butter,Full Term Match,'butter:FOODON_03310351'
1,../data/AL/44.ann,2 sugar,sugar,sugar,Full Term Match,'sugar:FOODON_03420108'
2,../data/AL/44.ann,3 vanilla,vanilla,vanilla,Full Term Match,'vanilla:NCBITAXON_51238'
3,../data/AL/44.ann,4 milk,milk,milk,Full Term Match,'milk:UBERON_0001913'
4,../data/AL/44.ann,5 heavy cream,heavy cream,heavy cream,Full Term Match,'heavy cream:FOODON_03310795'
0,../data/AL/4.ann,1 crescent rolls,crescent roll,crescent roll,Component Match,'roll or bun:FOODON_00002743'
1,../data/AL/4.ann,2 prepared mustard,prepared mustard,prepared mustard,Full Term Match,'mustard (prepared):FOODON_03301186'
2,../data/AL/4.ann,3 sesame seeds,sesame seed,sesame seed,Full Term Match,'sesame seed (whole):FOODON_03310306'
3,../data/AL/4.ann,4 cheddar cheese,cheddar cheese,cheddar cheese,Full Term Match,'cheddar cheese:FOODON_03302458'
4,../data/AL/4.ann,5 swiss cheese,swiss cheese,swiss cheese,Full Term Match,'swiss cheese:FOODON_03303659'
5,../data/AL/4.ann,6 deli ham,deli ham,deli ham,Component Match,'ham food product:FOODON_00002502'
0,../data/AL/35.ann,1 salt,salt,salt,Full Term Match,'salt:CHEBI_24866'
1,../data/AL/35.ann,2 pepper,pepper,pepper,Full Term Match,'sweet yellow bell pepper (whole):FOODON_00003548'
2,../data/AL/35.ann,3 bacon,bacon,bacon,Full Term Match,'bacon food product:FOODON_00001061'
3,../data/AL/35.ann,4 onion,onion,onion {allium cepa},Full Term Match,'allium cepa:NCBITAXON_4679'
4,../data/AL/35.ann,5 okra,okra,okra {abelmoschus esculentus},Full Term Match,'okra (whole
4,../data/AL/35.ann,5 okra,okra,okra {abelmoschus esculentus},Full Term Match, raw):FOODON_03301828'
5,../data/AL/35.ann,6 tomatoes,tomato,tomato {solanum lycopersicum},Full Term Match,'tomato (whole
5,../data/AL/35.ann,6 tomatoes,tomato,tomato {solanum lycopersicum},Full Term Match, raw):FOODON_03309927'
6,../data/AL/35.ann,7 okra,okra,okra {abelmoschus esculentus},Full Term Match,'okra (whole
6,../data/AL/35.ann,7 okra,okra,okra {abelmoschus esculentus},Full Term Match, raw):FOODON_03301828'
0,../data/AL/26.ann,1 potatoes,potato,potato {solanum tuberosum},Full Term Match,'potato (whole
0,../data/AL/26.ann,1 potatoes,potato,potato {solanum tuberosum},Full Term Match, raw):FOODON_03301449'
1,../data/AL/26.ann,2 eggs,egg,egg,Full Term Match,'egg food product:FOODON_00001274'
2,../data/AL/26.ann,3 celery,celery,celery {apium graveolens dulce group},Full Term Match,'celery stalk (whole
2,../data/AL/26.ann,3 celery,celery,celery {apium graveolens dulce group},Full Term Match, raw):FOODON_03301727'
3,../data/AL/26.ann,4 mayo,mayonnaise,mayonnaise,Full Term Match,'mayonnaise:FOODON_03301440'
4,../data/AL/26.ann,5 salt,salt,salt,Full Term Match,'salt:CHEBI_24866'
0,../data/AL/34.ann,1 baking chocolate,baking chocolate,baking chocolate,Component Match,'chocolate:FOODON_03307240'
1,../data/AL/34.ann,2 milk,milk,milk,Full Term Match,'milk:UBERON_0001913'
2,../data/AL/34.ann,3 water,water,water,Full Term Match,'water:CHEBI_15377'
3,../data/AL/34.ann,4 vanilla,vanilla,vanilla,Full Term Match,'vanilla:NCBITAXON_51238'
0,../data/AL/37.ann,1 red wine vinegar,red wine vinegar,red wine vinegar,Component Match,'red wine:FOODON_03310272'
0,../data/AL/37.ann,1 red wine vinegar,red wine vinegar,red wine vinegar,Component Match, 'wine vinegar:FOODON_03301228'
1,../data/AL/37.ann,2 olive oil,olive oil,olive oil,Full Term Match,'olive oil:FOODON_03301826'
2,../data/AL/37.ann,3 lettuces,lettuce,lettuce,Full Term Match,'lettuce head food product:FOODON_00001998'
3,../data/AL/37.ann,4 butter,butter,butter,Full Term Match,'butter:FOODON_03310351'
4,../data/AL/37.ann,5 green olives,green olife,green olife,No Match,
5,../data/AL/37.ann,6 black olives,black olife,black olife,No Match,
6,../data/AL/37.ann,7 tomatoes,tomato,tomato {solanum lycopersicum},Full Term Match,'tomato (whole
6,../data/AL/37.ann,7 tomatoes,tomato,tomato {solanum lycopersicum},Full Term Match, raw):FOODON_03309927'
7,../data/AL/37.ann,8 Dijon mustard,dijon mustard,dijon mustard,Full Term Match,'mustard (dijon):FOODON_03306361'
0,../data/AL/25.ann,1 oatmeal,oatmeal,oatmeal,No Match,
1,../data/AL/25.ann,2 blueberry,blueberry,blueberry,Full Term Match,'blueberry (whole
1,../data/AL/25.ann,2 blueberry,blueberry,blueberry,Full Term Match, raw):FOODON_03302045'
2,../data/AL/25.ann,3 almond,almond,almond {prunus dulcis},Full Term Match,'almond (whole
2,../data/AL/25.ann,3 almond,almond,almond {prunus dulcis},Full Term Match, raw):FOODON_03301355'
3,../data/AL/25.ann,4 chia seed,chia seed,chia seed,Full Term Match,'chia seed (whole):FOODON_00002961'
4,../data/AL/25.ann,5 vanilla bean,vanilla bean,vanilla bean,Full Term Match,'vanilla bean (whole
4,../data/AL/25.ann,5 vanilla bean,vanilla bean,vanilla bean,Full Term Match, raw):FOODON_03302056'
5,../data/AL/25.ann,6 water,water,water,Full Term Match,'water:CHEBI_15377'
6,../data/AL/25.ann,7 milk,milk,milk,Full Term Match,'milk:UBERON_0001913'
7,../data/AL/25.ann,8 sugar,sugar,sugar,Full Term Match,'sugar:FOODON_03420108'
0,../data/AL/8.ann,1 chocolate chips,chocolate chips,chocolate chips,Component Match,'38900 - fries (finger chips) (efsa foodex2):FOODON_03543890'
0,../data/AL/8.ann,1 chocolate chips,chocolate chips,chocolate chips,Component Match, 'chocolate:FOODON_03307240'
1,../data/AL/8.ann,2 egg,egg,egg,Full Term Match,'egg food product:FOODON_00001274'
2,../data/AL/8.ann,3 cream,cream,cream,Full Term Match,'cream food product:FOODON_00001216'
3,../data/AL/8.ann,4 vanilla extract,vanilla extract,vanilla extract,Component Match,'vanilla:NCBITAXON_51238'
4,../data/AL/8.ann,5 heavy cream,heavy cream,heavy cream,Full Term Match,'heavy cream:FOODON_03310795'
0,../data/AL/28.ann,1 strawberry,strawberry,strawberry {fragaria x ananassa},Full Term Match,'strawberry (whole
0,../data/AL/28.ann,1 strawberry,strawberry,strawberry {fragaria x ananassa},Full Term Match, raw):FOODON_03301722'
1,../data/AL/28.ann,2 water,water,water,Full Term Match,'water:CHEBI_15377'
2,../data/AL/28.ann,3 milk,milk,milk,Full Term Match,'milk:UBERON_0001913'
0,../data/AL/22.ann,1 cloves,clofe,clofe,No Match,
1,../data/AL/22.ann,2 brown sugar,brown sugar,brown sugar,Full Term Match,'brown sugar:FOODON_03420156'
2,../data/AL/22.ann,3 brown mustard,brown mustard,brown mustard {brassica juncea},Component Match,'mustard food product:FOODON_00002053'
3,../data/AL/22.ann,4 Coke,coke,coke,No Match,
4,../data/AL/22.ann,5 apple cider vinegar,apple cider vinegar,apple {malus domestica} cider vinegar,Component Match,'apple cider (non-alcoholic):FOODON_03301129'
4,../data/AL/22.ann,5 apple cider vinegar,apple cider vinegar,apple {malus domestica} cider vinegar,Component Match, 'apple vinegar food product:FOODON_00001613'
5,../data/AL/22.ann,6 ham,ham,ham,Full Term Match,'ham food product:FOODON_00002502'
0,../data/AL/9.ann,1 lime,lime,lime,Full Term Match,'lime (whole
0,../data/AL/9.ann,1 lime,lime,lime,Full Term Match, raw):FOODON_03305086'
1,../data/AL/9.ann,2 kosher salt,kosher salt,kosher salt,Component Match,'salt:CHEBI_24866'
2,../data/AL/9.ann,3 cup,cup,cup,No Match,
3,../data/AL/9.ann,4 cups,cup,cup,No Match,
4,../data/AL/9.ann,5 cup,cup,cup,No Match,
5,../data/AL/9.ann,6 ruby red grapefruit juice,ruby red grapefruit juice,ruby red grapefruit {citrus x paradisi} juice,Component Match,'grapefruit juice:FOODON_03306174'
6,../data/AL/9.ann,7 lime juice,lime juice,lime juice,Full Term Match,'lime juice:FOODON_03306160'
7,../data/AL/9.ann,8 limes,lime,lime,Full Term Match,'lime (whole
7,../data/AL/9.ann,8 limes,lime,lime,Full Term Match, raw):FOODON_03305086'
8,../data/AL/9.ann,9 orange liqueur,orange liqueur,orange liqueur,Component Match,'liqueur:FOODON_03301008'
8,../data/AL/9.ann,9 orange liqueur,orange liqueur,orange liqueur,Component Match, 'orange (whole
8,../data/AL/9.ann,9 orange liqueur,orange liqueur,orange liqueur,Component Match, raw):FOODON_03309832'
9,../data/AL/9.ann,10 Triple Sec,triple sec,triple sec,Full Term Match,'triple sec:FOODON_00002551'
10,../data/AL/9.ann,11 ice,ice,ice,Full Term Match,'ice:ENVO_01001125'
11,../data/AL/9.ann,12 white tequila,white tequila,white tequila,Component Match,'tequila:FOODON_03304704'
0,../data/AL/36.ann,1 flour,flour,flour,Full Term Match,'flour food product:FOODON_00001056'
1,../data/AL/36.ann,2 salt,salt,salt,Full Term Match,'salt:CHEBI_24866'
2,../data/AL/36.ann,3 baking soda,baking soda,baking soda,Full Term Match,'baking soda product:FOODON_00002385'
3,../data/AL/36.ann,4 milk,milk,milk,Full Term Match,'milk:UBERON_0001913'
